OID_,Traffic_Station_Locations_OBJECTID,Traffic_Station_Locations_Signing,Traffic_Station_Locations_DOT_ID,Traffic_Station_Locations_CO,Traffic_Station_Locations_FG,Traffic_Station_Locations_Sample_ID,Traffic_Station_Locations_Bridge_ID,Traffic_Station_Locations_RR_Xing,Traffic_Station_Locations_NHS,Traffic_Station_Locations_Speed,Traffic_Station_Locations_Oneway,Traffic_Station_Locations_OLAP_Hier,Traffic_Station_Locations_Lanes,Traffic_Station_Locations_RC_STATION,Traffic_Station_Locations_RG,Traffic_Station_Locations_REGION_COD,Traffic_Station_Locations_COUNTY_COD,Traffic_Station_Locations_COU,Traffic_Station_Locations_CCST,Traffic_Station_Locations_GIS_ID,Traffic_Station_Locations_LOC_ERROR,Traffic_Station_Locations_RCSTA1,Traffic_Station_Locations_RC_Code,Traffic_Station_Locations_FIPS,Traffic_Station_Locations_Station_T1,Traffic_Station_Locations_GeoCode_T,Traffic_Station_Locations_Juris_T,Traffic_Station_Locations_GlobalID,Traffic_Station_Locations_Retired,Traffic_Station_Locations_R_Year,Traffic_Station_Locations_R_Notes,Traffic_Station_Locations_Shape_STLe,AADT_Stats_2023_Table_Description,AADT_Stats_2023_Table_County,AADT_Stats_2023_Table_Route,AADT_Stats_2023_Table_From_Milepoint,AADT_Stats_2023_Table_To_Milepoint,AADT_Stats_2023_Table_Functional_Class,AADT_Stats_2023_Table_Latitude,AADT_Stats_2023_Table_Longitude,AADT_Stats_2023_Table_Year,AADT_Stats_2023_Table_Stat_Type,AADT_Stats_2023_Table_AADT,AADT_Stats_2023_Table_AAWDT,AADT_Stats_2023_Table_Single_Unit_Truck_AADT,AADT_Stats_2023_Table_Combo_Unit_Truck_AADT,AADT_Stats_2023_Table_K_Factor,AADT_Stats_2023_Table_D_Factor,AADT_Stats_2023_Table_Station_Type,Shape_Length
6364,6700,1,100706,1,30, ,1066889, ,Y,45, ,1, ,04_0004,11,0,4,61, ,100011011,NO ERROR,040004,04,061,4,2034,01,{F254A2CD-D5CE-4E86-A3CB-0B0CB810818C}, ,0, ,482.804184428999974,I-95 from AUDUBON AVE OVER to NY/Bronx Co Line,New york,ALEXANDER HAMIL,1.05,1.35,Urban:Principal Arterial - Interstate,40.845564000000003,-73.928631999999993,2023,Actual,136122,,9639,16587,0.070000000000000,0.51,Short Term,482.804231868420800
6365,6699,1,100706,1,30, ,1066889, ,Y,45, ,1, ,04_0004,11,0,4,61, ,100706012,NO ERROR,040004,04,061,4,2034,01,{B79EF3C6-099D-42E6-A7BC-181B0376BF55}, ,0, ,481.797246513000005,I-95 from AUDUBON AVE OVER to NY/Bronx Co Line,New york,ALEXANDER HAMIL,1.05,1.35,Urban:Principal Arterial - Interstate,40.845564000000003,-73.928631999999993,2023,Actual,136122,,9639,16587,0.070000000000000,0.51,Short Term,481.797306146546987
6367,6836, ,256701,1,30, , , ,Y,25, , ,1:1||||,04_1176,11,0,4,61, ,256701011,PARTIAL MATCH FOR THE TO-MEASURE,041176,04,061,1176,2034,04,{691E6110-E490-4CA9-B6F7-776F5E839170}, ,0, ,1977.571732200000042,E HOUSTON ST from BROADWAY to FDR DR,New york,E HOUSTON ST,0,1.23,Urban:Principal Arterial - Other,40.722574000000002,-73.987375999999998,2023,Estimated,23999,,1276,30,0.060000000000000,0.53,Short Term,1977.571732198184918
6368,6751, ,100522,1,30, ,5521209, ,Y,25, , ,3:3||||,04_0920,11,0,4,61, ,100522011,NO ERROR,040920,04,061,920,2034,32,{92E81D5D-48CE-498F-8880-7AFF7558A550}, ,0, ,1062.169200170000067,900G from RT 278I RAMPS to END AT E 126TH ST,New york,RFK - TRIBOROUG,0,0.66,Urban:Principal Arterial - Freeways & Expressways,40.800787000000000,-73.929005000000004,2023,Estimated,90388,,4004,185,0.060000000000000,0.62,Short Term,1062.169206452139861
6369,6698,1,100706,1,30, ,1066889, ,Y,45, ,1, ,04_0004,11,0,4,61, ,100706011,NO ERROR,040004,04,061,4,2034,01,{9311FCF4-1B82-453D-996E-9E11D3724824}, ,0, ,482.804184428999974,I-95 from AUDUBON AVE OVER to NY/Bronx Co Line,New york,ALEXANDER HAMIL,1.05,1.35,Urban:Principal Arterial - Interstate,40.845564000000003,-73.928631999999993,2023,Actual,136122,,9639,16587,0.070000000000000,0.51,Short Term,482.804231868420800
6371,6803, ,256566,1,30, , , ,Y,25, , ,1:1||||,04_1142,11,0,4,61, ,256566011,NO ERROR,041142,04,061,1142,2034,04,{A60B5F5B-E1E3-4343-8CB8-EBE856158AB5}, ,0, ,160.934671922999996,CATHEDRAL PKWY from COLUMBUS AVE to MANHATTAN AVE,New york,CATHEDRAL PKWY,0.42,0.51,Urban:Principal Arterial - Other,40.801499999999997,-73.960499999999996,2023,Estimated,13635,,1738,75,0.070000000000000,0.6,Short Term,160.934727672275983
6373,6697,1,100706,1,30, ,5522508, ,Y,25, ,1, ,04_0003,11,0,4,61, ,100706012,NO ERROR,040003,04,061,3,2034,32,{59FF7ECF-24FB-4FA6-89CF-A15811C9144C}, ,0, ,965.608321619999970,I-95 from END 1/9/95I OLAP START 1/95I to AUDUBON AVE OVER,New york,GEORGE WASHINGT,0.45,1.05,Urban:Principal Arterial - Interstate,40.847295000000003,-73.934028999999995,2023,Actual,203224,,,,0.060000000000000,0.52,Short Term,965.608316177014672
6374,6696,1,100706,1,30, ,5522508, ,Y,25, ,1, ,04_0003,11,0,4,61, ,100011011,NO ERROR,040003,04,061,3,2034,32,{011221DC-B001-4B3C-ABFA-855AB7B0FEE5}, ,0, ,950.185053172000039,I-95 from END 1/9/95I OLAP START 1/95I to AUDUBON AVE OVER,New york,GEORGE WASHINGT,0.45,1.05,Urban:Principal Arterial - Interstate,40.847295000000003,-73.934028999999995,2023,Actual,203224,,,,0.060000000000000,0.52,Short Term,950.185035366483021
6376,6695,1,100706,1,30, ,5522508, ,Y,25, ,1, ,04_0003,11,0,4,61, ,100706011,NO ERROR,040003,04,061,3,2034,32,{4BBA669F-CE6A-4FEE-B76B-07226C3F44EA}, ,0, ,950.185053172000039,I-95 from END 1/9/95I OLAP START 1/95I to AUDUBON AVE OVER,New york,GEORGE WASHINGT,0.45,1.05,Urban:Principal Arterial - Interstate,40.847295000000003,-73.934028999999995,2023,Actual,203224,,,,0.060000000000000,0.52,Short Term,950.185035366483021
6377,6694,1,100706,1,30, ,5522508, ,Y,25, ,1, ,04_0003,11,0,4,61, ,100011012,NO ERROR,040003,04,061,3,2034,32,{57FBC0B9-B4FE-4882-86F9-FAB110ADAA41}, ,0, ,16.093513806600001,I-95 from END 1/9/95I OLAP START 1/95I to AUDUBON AVE OVER,New york,GEORGE WASHINGT,0.45,1.05,Urban:Principal Arterial - Interstate,40.847295000000003,-73.934028999999995,2023,Actual,203224,,,,0.060000000000000,0.52,Short Term,16.093475454874518
6379,6693,2,100514,1,30,2015023,552250J, ,Y,25, , , ,04_0002,11,0,4,61, ,100514011,NO ERROR,040002,04,061,2,2034,01,{6AF3D421-A5F4-4868-8652-1BF55AF1F44E}, ,0, ,596.128663747000019,US9 from END 1/9/95I OLAP START 1/95I to BROADWAY/W 178TH ST,New york,US9,0.45,0.82,Urban:Principal Arterial - Other,40.848610999999998,-73.938695999999993,2023,Actual,16823,,2199,341,0.070000000000000,0.59,Short Term,596.128722074769257
6380,6692,2,100514,1,30,2015023,552250J, ,Y,25, , , ,04_0002,11,0,4,61, ,100514012,NO ERROR,040002,04,061,2,2034,01,{9191DBF2-2EA3-41A1-B724-9ABF96DD677B}, ,0, ,595.458463326000015,US9 from END 1/9/95I OLAP START 1/95I to BROADWAY/W 178TH ST,New york,US9,0.45,0.82,Urban:Principal Arterial - Other,40.848610999999998,-73.938695999999993,2023,Actual,16823,,2199,341,0.070000000000000,0.59,Short Term,595.458485141246911
6382,6831, ,256676,1,30, , , ,Y,25,Y, ,1:1|2:0|||,04_1171,11,0,4,61, ,256676011,NO ERROR,041171,04,061,1171,2034,04,{8344F2F8-0EBC-4F59-9649-8C2936D10273}, ,0, ,481.318106628000010,E 60TH ST from BRIDGE ACC RD to LEXINGTON AVE,New york,E 60TH ST,0.22,0.51,Urban:Principal Arterial - Other,40.762590000000003,-73.967150000000004,2023,Estimated,9727,,849,52,0.050000000000000,1,Short Term,481.318127919750509
6384,6750, ,100544,1,30,3048180, , ,Y,40, , ,2:2||||,04_0917,11,0,4,61, ,100544011,PARTIAL MATCH FOR THE TO-MEASURE,040917,04,061,917,2034,01,{85397442-CB7F-457F-8F04-5F94F978E94D}, ,0, ,1545.240342419999934,907P from RTS 1 & 95I GEORGE WASHINGTO to JCT DYCKMAN ST & 10TH AVE,New york,HARLEM RIVER DR,3.23,4.19,Urban:Principal Arterial - Freeways & Expressways,40.850099999999998,-73.926630000000003,2023,Estimated,24201,,565,0,0.080000000000000,0.68,Short Term,1545.240387700156361
6385,6691,1,100706,1,30,2016037,5522508, ,Y,25, ,1, ,04_0001,11,0,4,61, ,100706011,NO ERROR,040001,04,061,1,2034,32,{8FA2F628-ADB2-404D-A38F-9EE79ED10E49}, ,0, ,723.536057164999988,I-95 from NJ  LINE G WASHINGTON BR RT to END 1/9/95I OLAP START 1/95I,New york,GEORGE WASHINGT,0,0.45,Urban:Principal Arterial - Interstate,40.850056000000002,-73.944485000000000,2023,,,,,,,,Short Term,723.536057165484863
6387,6874, ,256889,1,30, , , ,Y,25,Y, ,2:0||||,04_1218,11,0,4,61, ,256889011,NO ERROR,041218,04,061,1218,2034,04,{6632D68B-D783-459B-A047-AE8B1797A6A0}, ,0, ,837.184537698999975,W 30TH ST from TWELFTH AVE to NINTH AVE,New york,W 30TH ST,0,0.51,Urban:Principal Arterial - Other,40.752825000000001,-74.002852000000004,2023,Actual,7023,,688,19,0.070000000000000,1,Short Term,837.184537698798295
6388,6798, ,300258,1,30, ,5522590, ,Y,25, , ,2:2|3:3|||,04_1135,11,0,4,61, ,300258011,NO ERROR,041135,04,061,1135,2034,04,{25550153-0636-46FA-8312-2AF768A129DA}, ,0, ,1802.468865829999913,BROADWAY from W 178TH ST to W 155TH ST,New york,BROADWAY,0,1.17,Urban:Principal Arterial - Other,40.840471999999998,-73.940213000000000,2023,Estimated,22744,,1537,179,,,Short Term,1802.468898415286048
6390,6690,1,100706,1,30,2016037,5522508, ,Y,25, ,1, ,04_0001,11,0,4,61, ,100011011,NO ERROR,040001,04,061,1,2034,32,{400B52F5-2082-49AE-AEC7-D1C4BE491057}, ,0, ,723.536057164999988,I-95 from NJ  LINE G WASHINGTON BR RT to END 1/9/95I OLAP START 1/95I,New york,GEORGE WASHINGT,0,0.45,Urban:Principal Arterial - Interstate,40.850056000000002,-73.944485000000000,2023,,,,,,,,Short Term,723.536057165484863
6391,6689,1,100706,1,30,2016037,5522508, ,Y,25, ,1, ,04_0001,11,0,4,61, ,100706012,NO ERROR,040001,04,061,1,2034,32,{CE2B3D5D-CA14-47C1-9BD1-85CB53F5AA6E}, ,0, ,724.206255697999950,I-95 from NJ  LINE G WASHINGTON BR RT to END 1/9/95I OLAP START 1/95I,New york,GEORGE WASHINGT,0,0.45,Urban:Principal Arterial - Interstate,40.850056000000002,-73.944485000000000,2023,,,,,,,,Short Term,724.206201507464471
6393,6688,1,100706,1,30,2016037,5522508, ,Y,25, ,1, ,04_0001,11,0,4,61, ,100514011,NO ERROR,040001,04,061,1,2034,32,{BE8FC41E-9618-4BBC-A20A-82BBB56D6BEE}, ,0, ,723.536057164999988,I-95 from NJ  LINE G WASHINGTON BR RT to END 1/9/95I OLAP START 1/95I,New york,GEORGE WASHINGT,0,0.45,Urban:Principal Arterial - Interstate,40.850056000000002,-73.944485000000000,2023,,,,,,,,Short Term,723.536057165484863
6397,6821, ,256617,1,30, , , ,Y,25, , ,2:2||||,04_1161,11,0,4,61, ,256617011,PARTIAL MATCH FOR THE TO-MEASURE,041161,04,061,1161,2034,04,{7FD51496-EB28-4A72-B7CF-1FCC75C520B6}, ,0, ,653.028046171000028,E 125TH ST from LEXINGTON AVE to HARLEM RVR DR,New york,E 125TH ST,0.29,0.7,Urban:Principal Arterial - Other,40.803120000000000,-73.934389999999993,2023,Estimated,15669,,2387,216,0.060000000000000,0.68,Short Term,653.028046171065284
6399,6749, ,100544,1,30, ,1077030, ,Y,50, , ,3:3||||,04_0916,11,0,4,61, ,100544011,NO ERROR,040916,04,061,916,2034,01,{BFE9DCBE-5640-4172-9CC8-EE805B44EBF9}, ,0, ,3958.994145180000032,907P from E 135 ST MADISON AVE B OVER to RTS 1 & 95I GEORGE WASHINGTO,New york,HARLEM RIVER DR,0.77,3.23,Urban:Principal Arterial - Freeways & Expressways,40.827120999999998,-73.934533999999999,2023,Estimated,85971,,1033,2,0.060000000000000,0.62,Short Term,3958.994090594024783
6401,6864, ,256846,1,30, , , ,Y,25, , ,2:2||||,04_1208,11,0,4,61, ,256846011,NO ERROR,041208,04,061,1208,2034,04,{0C349983-EC70-406A-BC55-6D2BCD116228}, ,0, ,563.271484331000011,W 125TH ST from AMSTERDAM AVE to F DOUGLASS BLV,New york,W 125TH ST,0.45,0.8,Urban:Principal Arterial - Other,40.810540000000003,-73.952240000000003,2023,Estimated,14932,,2201,152,0.060000000000000,0.5,Short Term,563.271517221421163
6402,6788, ,256542,1,30, , , ,Y,25,Y, ,2:0||||,04_1125,11,0,4,61, ,256542011,NO ERROR,041125,04,061,1125,2034,04,{33285ECF-9BEB-467C-97A6-963489EC7829}, ,0, ,402.336773331000018,AV OF THE AMRCS from CHURCH ST to CANAL ST,New york,AV OF THE AMRCS,0,0.25,Urban:Principal Arterial - Other,40.719453999999999,-74.005183000000002,2023,Estimated,17882,,1219,13,0.060000000000000,1,Short Term,402.336756243107516
6404,6826, ,256636,1,30, , , ,Y,25, , ,1:1||||,04_1166,11,0,4,61, ,256636011,NO ERROR,041166,04,061,1166,2034,04,{19A140AE-FE63-4BFC-8C66-3B9AAED09037}, ,0, ,1367.945124350000015,E 23RD ST from BROADWAY to AVENUE C,New york,E 23RD ST,0,0.85,Urban:Principal Arterial - Other,40.739162000000000,-73.983846999999997,2023,Estimated,17207,,1592,7,,,Short Term,1367.945123286174521
6406,6748, ,100544,1,30, ,2233059, ,Y,35, , ,3:3||||,04_0915,11,0,4,61, ,100544011,NO ERROR,040915,04,061,915,2034,01,{C7FDECC0-83A2-4621-B56D-1F52C9666816}, ,0, ,981.701805622000052,907P from TRIBOROUGH BRIDGE OVER AT 12 to ACC PARK AVE,New york,HARLEM RIVER DR,0,0.61,Urban:Principal Arterial - Freeways & Expressways,40.806980000000003,-73.933530000000005,2023,Actual,111956,,1316,5,0.060000000000000,0.56,Short Term,981.701778269792612
6408,6869, ,256872,1,30, , , ,Y,25, , ,1:1||||,04_1213,11,0,4,61, ,256872011,NO ERROR,041213,04,061,1213,2034,04,{C5CD44C7-B0F9-458C-9A9E-6A642DBD84FD}, ,0, ,563.939567816000022,W 181ST ST from RIVERSIDE DR to BROADWAY,New york,W 181ST ST,0,0.35,Urban:Principal Arterial - Other,40.850299999999997,-73.936369999999997,2023,Actual,6031,,410,17,0.070000000000000,0.53,Short Term,563.939567815335636
6409,6793, ,300258,1,30, , , ,Y,25,Y, ,0:1|0:2|||,04_1130,11,0,4,61, ,300258011,PARTIAL MATCH FOR THE TO-MEASURE,041130,04,061,1130,2034,04,{A09CC073-76CB-4865-BC59-92739172AE4F}, ,0, ,962.237844320000022,BROADWAY from PARK ROW to BATTERY PLACE,New york,BROADWAY,1.84,2.44,Urban:Principal Arterial - Other,40.708469999999998,-74.011080000000007,2023,Estimated,6447,,1200,14,0.050000000000000,1,Short Term,962.237847150647326
6416,6849, ,256760,1,30, ,2240079, ,Y,25, , ,1:1||||,04_1189,11,0,4,61, ,256760011,PARTIAL MATCH FOR THE TO-MEASURE,041189,04,061,1189,2034,04,{3159307F-DAFD-4EE7-A274-27D6162E80E1}, ,0, ,205.292960384999986,MADISON AVE BR from E 138TH ST to BRONX CO LINE,New york,MADISON AVE BR,0,0.11,Urban:Principal Arterial - Other,40.814185000000002,-73.933154999999999,2023,Actual,33737,,1915,61,0.070000000000000,0.68,Short Term,205.292960384037571
6419,6816, ,256607,1,30, , , ,Y,25, , ,1:1||||,04_1155,11,0,4,61, ,256607011,NO ERROR,041155,04,061,1155,2034,04,{CBDAF57E-B655-409D-AF3B-78F5B8816C10}, ,0, ,337.962944791999973,DYCKMAN ST from TENTH AVE to NAGLE AVE,New york,DYCKMAN ST,0,0.21,Urban:Principal Arterial - Other,40.860019999999999,-73.923730000000006,2023,Estimated,10500,,613,2,0.070000000000000,0.61,Short Term,337.962956094456729
6422,6747,3,100503,1,30, ,2229339, ,Y,50, ,1,3:3||||,04_0911,11,0,4,61, ,100545011,NO ERROR,040911,04,061,911,2034,01,{B21533B4-2462-4DE7-B37E-4B807F407FB0}, ,0, ,2896.824970120000216,NY9A from ACC W 125TH ST to EXIT 13 ACC W 158TH ST,New york,HENRY HUDSON PK,7.71,9.51,Urban:Principal Arterial - Freeways & Expressways,40.824989000000002,-73.955776999999998,2023,Estimated,149567,,2011,1,0.060000000000000,0.52,Short Term,2896.824992059291617
6423,6859, ,256827,1,30, , , ,Y,25,Y, ,2:0||||,04_1203,11,0,4,61, ,256827011,NO ERROR,041203,04,061,1203,2034,04,{E0AD90F9-22A7-41BC-BE3B-3479AAF8D32E}, ,0, ,210.234615657000006,TUNN EX LF ART from WEST ST to HUGH CAREY TUNNEL,New york,TUNN EX LF ART,0,0.14,Urban:Principal Arterial - Other,40.705745000000000,-74.015130999999997,2023,Estimated,14037,,1191,0,0.090000000000000,1,Short Term,210.234615658508829
6424,6783, ,256536,1,30, , , ,Y,25,Y, ,4:0||||,04_1120,11,0,4,61, ,256536011,NO ERROR,041120,04,061,1120,2034,04,{E43C9DB3-13D0-4A2B-A035-82C930C88359}, ,0, ,2092.151411660000122,AMSTERDAM AVE from W 72ND ST to W 96TH ST,New york,AMSTERDAM AVE,0.65,1.87,Urban:Principal Arterial - Other,40.786490000000001,-73.975849999999994,2023,Estimated,18549,,2043,316,0.060000000000000,1,Short Term,2092.151497208252749
6434,6844, ,256751,1,30, , , ,Y,25,Y, ,3:0||||,04_1184,11,0,4,61, ,256751011,NO ERROR,041184,04,061,1184,2034,04,{E84C80F5-DD11-41C2-BDD5-B79A433AB1FB}, ,0, ,852.954055527000037,LEXINGTON AVE from E 34TH ST to E 23RD ST,New york,LEXINGTON AVE,4.87,5.42,Urban:Principal Arterial - Other,40.742919999999998,-73.982270000000000,2023,Estimated,17508,,1407,19,0.060000000000000,1,Short Term,852.954033813083811
6436,6811, ,256592,1,30, , , ,Y,25,Y, ,3:0||||,04_1150,11,0,4,61, ,256592011,NO ERROR,041150,04,061,1150,2034,04,{53477E4C-A0EB-4ADE-AD9A-0F53FE8A7664}, ,0, ,3106.040151069999865,COLUMBUS AVE from CATHEDRAL PKY to W 72ND ST,New york,COLUMBUS AVE,0,1.92,Urban:Principal Arterial - Other,40.768906000000001,-73.984999999999999,2023,Estimated,27087,,1831,212,0.060000000000000,1,Short Term,3106.040184364184825
6440,6854, ,256792,1,30, , , ,Y,25, , ,1:1||||,04_1194,11,0,4,61, ,256792011,NO ERROR,041194,04,061,1194,2034,04,{36550F9A-F81E-4861-A392-26B0FDDBD360}, ,0, ,498.156113837000021,PEARL ST from FULTON ST to ST JAMES PL,New york,PEARL ST,0,0.31,Urban:Principal Arterial - Other,40.708457000000003,-74.003017999999997,2023,Estimated,20904,,1721,17,0.060000000000000,0.58,Short Term,498.156113838105284
6445,6834, ,256682,1,30, , , ,Y,25,Y, ,2:0||||,04_1174,11,0,4,61, ,256682011,NO ERROR,041174,04,061,1174,2034,04,{BE723129-6B90-49B2-91D7-E28A9BEE1399}, ,0, ,1062.169135119999964,E 65TH ST from FIFTH AVE to FIRST AVE,New york,E 65TH ST,0,0.66,Urban:Principal Arterial - Other,40.765680000000003,-73.964609999999993,2023,Estimated,7883,,345,13,0.060000000000000,1,Short Term,1062.169113877509972
6447,6746,3,100503,1,30, ,2229339, ,Y,50, ,1,3:3||||,04_0911,11,0,4,61, ,100503011,NO ERROR,040911,04,061,911,2034,01,{A0435E13-5BD5-4928-925B-324E4BC2FE41}, ,0, ,2896.824992870000187,NY9A from ACC W 125TH ST to EXIT 13 ACC W 158TH ST,New york,HENRY HUDSON PK,7.71,9.51,Urban:Principal Arterial - Freeways & Expressways,40.824989000000002,-73.955776999999998,2023,Estimated,149567,,2011,1,0.060000000000000,0.52,Short Term,2896.825032897152141
6449,6877, ,256901,1,30, ,2245330, ,Y,25,Y, ,2:0||||,04_1221,11,0,4,61, ,256901011,NO ERROR,041221,04,061,1221,2034,04,{FCC0D01D-5628-4DD9-8B93-AAA2B950ACE7}, ,0, ,709.680088994000016,W 41ST ST from DYER AVE to TWELFTH AVE,New york,W 41ST ST,0.59,1.02,Urban:Principal Arterial - Other,40.759970000000003,-73.998310000000004,2023,Estimated,4423,,245,2,0.060000000000000,1,Short Term,709.680092081331850
6450,6801, ,256561,1,30, , , ,Y,25,Y, ,1:0|2:0|||,04_1140,11,0,4,61, ,256561011,NO ERROR,041140,04,061,1140,2034,04,{180C4839-B087-4397-81E4-926506E9F391}, ,0, ,852.048826746000032,BROOME ST from BOWERY to WEST BROADWAY,New york,BROOME ST,0.06,0.59,Urban:Principal Arterial - Other,40.719642999999998,-73.994832000000002,2023,Estimated,7435,,338,0,0.060000000000000,1,Short Term,852.048776376324554
6453,6839, ,256709,1,30, , , ,Y,25, , ,1:1||||,04_1179,11,0,4,61, ,256709011,NO ERROR,041179,04,061,1179,2034,04,{E2E41213-7104-48DF-A2E0-698FA46CF8B4}, ,0, ,354.056378091999989,F DOUGLASS BLVD from W 155TH ST to HARLEM RIVR DR,New york,F DOUGLASS BLVD,2.23,2.45,Urban:Principal Arterial - Other,40.829509999999999,-73.936869999999999,2023,Estimated,12798,,574,8,0.060000000000000,0.66,Short Term,354.056398039856163
6454,6745, ,100542,1,30,3010010,2232179, ,Y,40, , ,3:3||||,04_0907,11,0,4,61, ,100542011,NO ERROR,040907,04,061,907,2034,04,{2F77954E-0156-4870-B723-99260314354F}, ,0, ,2768.077253509999991,907L from ACC E 96TH ST to INT TRIBOROUGH BRIDGE & HRD,New york,FDR DRIVE,7.98,9.7,Urban:Principal Arterial - Freeways & Expressways,40.790855999999998,-73.936314999999993,2023,Estimated,163994,,1742,0,0.060000000000000,0.56,Short Term,2768.077184510594634
6457,6806, ,256581,1,30, , , ,Y,25, , ,1:1||||,04_1145,11,0,4,61, ,256581011,NO ERROR,041145,04,061,1145,2034,04,{A2579AC0-F4BE-4C5C-9ECF-E0A765D8F6BB}, ,0, ,161.181820308999988,CENTRE ST from PARK ROW to READE ST,New york,CENTRE ST,0,0.1,Urban:Principal Arterial - Other,40.713341000000000,-74.003861000000001,2023,Estimated,14034,,948,110,0.060000000000000,0.5,Short Term,161.181820306793043
6465,6829, ,256672,1,30, , , ,Y,25, , ,1:1||||,04_1169,11,0,4,61, ,256672011,NO ERROR,041169,04,061,1169,2034,04,{9DAD7A95-4F46-4EE6-985C-FCDA4AE04690}, ,0, ,917.327939448000052,E 57TH ST from FIFTH AVE to BRIDGE ACC RD,New york,E 57TH ST,0,0.57,Urban:Principal Arterial - Other,40.760669999999998,-73.968519999999998,2023,Actual,18777,,2023,147,0.060000000000000,0.61,Short Term,917.327934672085917
6467,6744, ,100542,1,30, ,2233038, ,Y,40, , ,3:3||||,04_0906,11,0,4,61, ,100542011,NO ERROR,040906,04,061,906,2034,04,{783A010E-243F-4A87-A89C-5786B6303B5A}, ,0, ,2929.011897270000190,907L from QUEENSBORO BRIDGE OVER to ACC E 96TH ST,New york,FDR DRIVE,6.19,7.98,Urban:Principal Arterial - Freeways & Expressways,40.768568000000002,-73.949265999999994,2023,Estimated,157692,,1715,13,0.060000000000000,0.56,Short Term,2929.011925548722047
6469,6872, ,311366,1,30, , , ,Y,25, , ,2:2||||,04_1216,11,0,4,61, ,311366011,NO ERROR,041216,04,061,1216,2034,04,{F02663C8-C4A5-413B-B09C-DEF6445B3B00}, ,0, ,248.236940607999998,W 225TH ST from BROADWAY to BRONX CO LINE,New york,W 225TH ST,0,0.15,Urban:Principal Arterial - Other,40.873620000000003,-73.908190000000005,2023,Estimated,10856,,779,20,0.070000000000000,0.54,Short Term,248.236995105239998
6470,6796, ,300258,1,30, , , ,Y,25, , ,2:3|3:2|3:3||,04_1133,11,0,4,61, ,300258011,NO ERROR,041133,04,061,1133,2034,04,{8DF0BB82-F847-4F50-8B5C-4D971E985AD9}, ,0, ,1056.664656169999944,BROADWAY from AMSTERDAM AVE to COLUMBUS CIR,New york,BROADWAY,5.45,6.11,Urban:Principal Arterial - Other,40.770975000000000,-73.982135999999997,2023,Estimated,25634,,1989,29,0.060000000000000,0.52,Short Term,1056.664687692105872
6477,6852, ,256771,1,30, , , ,Y,25, , ,1:0|1:1|2:2||,04_1192,11,0,4,61, ,256771011,NO ERROR,041192,04,061,1192,2034,04,{B76280F8-7F83-4F65-8449-4E1DE161727D}, ,0, ,1013.888726180000049,MORNINGSIDE AVE from W125TH ST to Manhattan Ave,New york,MORNINGSIDE AVE,0.1,0.73,Urban:Major Collector,40.805900000000001,-73.957960000000000,2023,Estimated,4822,,203,2,0.090000000000000,0.64,Short Term,1013.888783504482717
6484,6743, ,100542,1,30,3009930,2268650, ,Y,40, , ,3:3||||,04_0905,11,0,4,61, ,100542011,NO ERROR,040905,04,061,905,2034,04,{543D9870-9361-4DD3-B843-993A753A3B90}, ,0, ,1464.505990119999979,907L from I-495 UNDER QMT - TUNNEL to QUEENSBORO BRIDGE OVER,New york,FDR DRIVE,5.28,6.19,Urban:Principal Arterial - Freeways & Expressways,40.749450000000003,-73.966769999999997,2023,Actual,85926,,1202,0,0.090000000000000,0.55,Short Term,1464.505981851806837
6486,6867, ,256859,1,30, , , ,Y,25, , ,1:1|2:0|||,04_1211,11,0,4,61, ,256859011,NO ERROR,041211,04,061,1211,2034,04,{3FCEBEFF-AF55-4EF2-B2C8-B8CEA4A24061}, ,0, ,545.963218923999989,W 155TH ST from RIVERSIDE DR to AMSTERDAM AVE,New york,W 155TH ST,0,0.34,Urban:Principal Arterial - Other,40.831912000000003,-73.943736999999999,2023,Estimated,10323,,1031,58,0.070000000000000,0.58,Short Term,545.963218922679630
6487,6791, ,256555,1,30, , , ,Y,25, , ,1:1||||,04_1128,11,0,4,61, ,256555011,NO ERROR,041128,04,061,1128,2034,04,{B7179D78-8974-4BF3-8B6E-1E2357D556C6}, ,0, ,773.200204579000001,BOWERY from DIVISION ST to DELANCEY ST,New york,BOWERY,0,0.48,Urban:Principal Arterial - Other,40.717508000000002,-73.995183999999995,2023,Estimated,17716,,1975,109,0.060000000000000,0.7,Short Term,773.200204579803881
6494,6847, ,256757,1,30, ,1240090, ,Y,25, , ,1:1||||,04_1187,11,0,4,61, ,256757011,PARTIAL MATCH FOR THE TO-MEASURE,041187,04,061,1187,2034,04,{2EC9F444-E22C-4137-8BAD-3F91C1F12EA6}, ,0, ,137.321285184999994,MACOMBS DAM BR from HARLEM RVR DR to BRONX CO LINE,New york,MACOMBS DAM BR,0,0.09,Urban:Principal Arterial - Other,40.828060999999998,-73.934160000000006,2023,Estimated,34963,,2363,275,0.060000000000000,0.61,Short Term,137.321285184005035
6495,6778, ,256528,1,30, , , ,Y,25,Y, ,3:0||||,04_1115,11,0,4,61, ,256528011,NO ERROR,041115,04,061,1115,2034,04,{9901A201-68FF-482C-ADC8-704C60C9D4ED}, ,0, ,787.769601694000016,8TH AVE from W 13TH ST to W 23RD ST,New york,8TH AVE,0.2,0.69,Urban:Principal Arterial - Other,40.741950000000003,-74.001000000000005,2023,Estimated,24078,,1172,37,0.060000000000000,1,Short Term,787.769639423206627
